number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.1903090892932244	2021-05-23 09:23:12.618772	2021-05-23 09:36:46.355574	0 days 00:13:33.736802000	3	COMPLETE
1	1.110706536945531	2021-05-23 09:36:46.356134	2021-05-23 09:50:12.152943	0 days 00:13:25.796809000	5	COMPLETE
2	1.5795412530501391	2021-05-23 09:50:12.153499	2021-05-23 10:03:52.468812	0 days 00:13:40.315313000	1	COMPLETE
3		2021-05-23 10:03:52.469451	2021-05-23 10:03:52.469940	0 days 00:00:00.000489000	5	PRUNED
4		2021-05-23 10:03:52.576101	2021-05-23 10:03:52.576736	0 days 00:00:00.000635000	5	PRUNED
5	1.10865049274078	2021-05-23 10:03:52.683300	2021-05-23 10:18:02.412721	0 days 00:14:09.729421000	9	COMPLETE
6		2021-05-23 10:18:02.413460	2021-05-23 10:18:02.414066	0 days 00:00:00.000606000	3	PRUNED
7		2021-05-23 10:18:02.519219	2021-05-23 10:18:02.519967	0 days 00:00:00.000748000	5	PRUNED
8		2021-05-23 10:18:02.625310	2021-05-23 10:18:02.626084	0 days 00:00:00.000774000	5	PRUNED
9	1.1069964587771577	2021-05-23 10:18:02.731581	2021-05-23 10:32:28.273803	0 days 00:14:25.542222000	7	COMPLETE
