number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	inf	2020-07-23 23:06:12.076316	2020-07-23 23:11:26.614451	0 days 00:05:14.538135000	0.1	0.008717944249522498	7	2			flat	COMPLETE
1	0.5483380810310101	2020-07-23 23:11:26.615023	2020-07-23 23:20:38.695207	0 days 00:09:12.080184000	0.15000000000000002	2.3525330452945412e-05	8	2			pyramid_2	COMPLETE
2	0.5741279490766854	2020-07-23 23:20:38.695751	2020-07-23 23:26:45.008177	0 days 00:06:06.312426000		0.003928905287144808	8	1				COMPLETE
3	0.5739509377052044	2020-07-23 23:26:45.008702	2020-07-23 23:32:35.865001	0 days 00:05:50.856299000		0.00475632458903476	8	1				COMPLETE
4	0.5493324864617709	2020-07-23 23:32:35.865528	2020-07-23 23:40:50.428782	0 days 00:08:14.563254000	0.4	7.812835531896015e-05	7	2			pyramid_4	COMPLETE
5	0.5718878803910881	2020-07-23 23:40:50.429333	2020-07-23 23:46:58.400150	0 days 00:06:07.970817000		3.136337682768617e-05	10	1				COMPLETE
6	0.5731063874606428	2020-07-23 23:46:58.400699	2020-07-23 23:53:03.725765	0 days 00:06:05.325066000		8.551557454385372e-05	8	1				COMPLETE
7	0.5487309706326189	2020-07-23 23:53:03.726304	2020-07-24 00:00:35.679113	0 days 00:07:31.952809000	0.25	0.0001840906826026824	10	2				COMPLETE
8	0.5489691864802919	2020-07-24 00:00:35.679648	2020-07-24 00:13:36.672250	0 days 00:13:00.992602000	0.45	1.3525733537189745e-05	6	3		flat		COMPLETE
9	0.5745405204246784	2020-07-24 00:13:36.672782	2020-07-24 00:19:25.912206	0 days 00:05:49.239424000		7.345070798882868e-05	9	1				COMPLETE
10	0.543713384220518	2020-07-24 00:19:25.912734	2020-07-24 00:28:00.159462	0 days 00:08:34.246728000	0.0	0.0005893113623461997	6	3		pyramid_4		COMPLETE
11	0.54343624684564	2020-07-24 00:28:00.160007	2020-07-24 00:36:35.552152	0 days 00:08:35.392145000	0.0	0.0008711798024893382	6	3		pyramid_4		COMPLETE
12	0.5438738863188645	2020-07-24 00:36:35.552675	2020-07-24 00:44:05.170959	0 days 00:07:29.618284000	0.0	0.0006908713833180947	6	3		pyramid_4		COMPLETE
13	0.5440391241007838	2020-07-24 00:44:05.171498	2020-07-24 00:52:19.708484	0 days 00:08:14.536986000	0.0	0.0016233610252734858	6	3		pyramid_4		COMPLETE
14	inf	2020-07-24 00:52:19.709027	2020-07-24 00:55:46.715353	0 days 00:03:27.006326000	0.0	0.025602052580327248	7	3	flat			COMPLETE
15	0.5435695698968296	2020-07-24 00:55:46.715887	2020-07-24 01:04:25.841113	0 days 00:08:39.125226000	0.15000000000000002	0.00048630424261282665	6	3		pyramid_2		COMPLETE
16	0.5429508052431304	2020-07-24 01:04:25.841665	2020-07-24 01:12:31.516615	0 days 00:08:05.674950000	0.2	0.00022293025500688853	7	3	pyramid_2			COMPLETE
17	0.5431038678925613	2020-07-24 01:12:31.538521	2020-07-24 01:20:56.239807	0 days 00:08:24.701286000	0.35000000000000003	0.00023511450125909245	7	3	pyramid_2			COMPLETE
18	0.5487805597765693	2020-07-24 01:20:56.240343	2020-07-24 01:28:46.964448	0 days 00:07:50.724105000	0.30000000000000004	0.0002141238306836712	7	2			pyramid_4	COMPLETE
19	0.5433196968999402	2020-07-24 01:28:46.965006	2020-07-24 01:37:02.398076	0 days 00:08:15.433070000	0.35000000000000003	0.00022166652084638856	9	3				COMPLETE
20	0.5472161843530063	2020-07-24 01:37:02.398611	2020-07-24 01:48:56.090412	0 days 00:11:53.691801000	0.5	0.0019146466488385587	7	3	pyramid_2			COMPLETE
21	0.5432900884825608	2020-07-24 01:48:56.090965	2020-07-24 01:57:00.613864	0 days 00:08:04.522899000	0.35000000000000003	0.0002213652839941027	9	3				COMPLETE
22	0.5435263016799401	2020-07-24 01:57:00.614390	2020-07-24 02:07:55.326718	0 days 00:10:54.712328000	0.30000000000000004	0.00025286992148470215	9	3				COMPLETE
23	0.5437778592471418	2020-07-24 02:07:55.327268	2020-07-24 02:18:38.808055	0 days 00:10:43.480787000	0.2	9.954709935564105e-05	9	3				COMPLETE
24	0.5429308075477337	2020-07-24 02:18:38.810389	2020-07-24 02:32:01.627883	0 days 00:13:22.817494000	0.35000000000000003	0.0003826735589894256	7	3	pyramid_2			COMPLETE
